;Unnamed: 0.1;Unnamed: 0;Tweets;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
121;121;121.0;"Hari ini adalah #WorldAlzheimersDay 

Alzheimer adalah kepikunan yang disebabkan adanya sumbatan di pembuluh darah… https://t.co/WBAEM0u5bU";hari ini adalah alzheimer adalah kepikunan yang disebabkan adanya sumbatan di pembuluh darah cowbaemubu;['hari', 'ini', 'adalah', 'alzheimer', 'adalah', 'kepikunan', 'yang', 'disebabkan', 'adanya', 'sumbatan', 'di', 'pembuluh', 'darah', 'cowbaemubu'];['hari', 'ini', 'adalah', 'alzheimer', 'adalah', 'kepikunan', 'yang', 'disebabkan', 'adanya', 'sumbatan', 'di', 'pembuluh', 'darah', 'cowbaemubu'];hari ini adalah alzheimer adalah kepikunan yang disebabkan adanya sumbatan di pembuluh darah cowbaemubu;hari ini adalah alzheimer adalah kepikunan yang disebabkan adanya sumbatan di pembuluh darah cowbaemubu;hari alzheimer adalah pikun sebab ada sumbat buluh darah cowbaemubu
122;122;122.0;"Update Situasi Terkini Perkembangan #COVID19 di Indonesia (21/9)
 
#LawanCovid19 #jagajarak #dirumahaja… https://t.co/yMb9jBNSuK";update situasi terkini perkembangan di indonesia   coymbjbnsuk;['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'coymbjbnsuk'];['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'coymbjbnsuk'];update situasi terkini perkembangan di indonesia coymbjbnsuk;update situasi terkini perkembangan di indonesia coymbjbnsuk;update situasi kini kembang indonesia coymbjbnsuk
123;123;123.0;"#RilisSehat

Leadership dan Akuntabilitas Pemerintah Daerah Jadi Kunci Atasi HIV, TBC, Malaria @KemenkesRI… https://t.co/R8f2Ttbrug";leadership dan akuntabilitas pemerintah daerah jadi kunci atasi hiv tbc malaria kemenkesri corfttbrug;['leadership', 'dan', 'akuntabilitas', 'pemerintah', 'daerah', 'jadi', 'kunci', 'atasi', 'hiv', 'tbc', 'malaria', 'kemenkesri', 'corfttbrug'];['leadership', 'dan', 'akuntabilitas', 'pemerintah', 'daerah', 'jadi', 'kunci', 'atasi', 'hiv', 'tbc', 'malaria', 'kemenkesri', 'corfttbrug'];leadership dan akuntabilitas pemerintah daerah jadi kunci atasi hiv tbc malaria kemenkesri corfttbrug;leadership dan akuntabilitas pemerintah daerah jadi kunci atasi hiv tbc malaria kemenkesri corfttbrug;leadership akuntabilitas perintah daerah jadi kunci atas hiv tbc malaria kemenkesri corfttbrug
124;124;124.0;"#RilisSehat

PeduliLindungi Raih Penghargaan Indonesia Brand Forum 2022 @KemenkesRI 

https://t.co/sn0Ds5lNZr https://t.co/UQ6ljjygiv";pedulilindungi raih penghargaan indonesia brand forum   kemenkesri cosndslnzr couqljjygiv;['pedulilindungi', 'raih', 'penghargaan', 'indonesia', 'brand', 'forum', 'kemenkesri', 'cosndslnzr', 'couqljjygiv'];['pedulilindungi', 'raih', 'penghargaan', 'indonesia', 'brand', 'forum', 'kemenkesri', 'cosndslnzr', 'couqljjygiv'];pedulilindungi raih penghargaan indonesia brand forum kemenkesri cosndslnzr couqljjygiv;pedulilindungi raih penghargaan indonesia brand forum kemenkesri cosndslnzr couqljjygiv;pedulilindungi raih harga indonesia brand forum kemenkesri cosndslnzr couqljjygiv
125;125;125.0;"Update Situasi Terkini Perkembangan #COVID19 di Indonesia (20/9)
 
#LawanCovid19 #jagajarak #dirumahaja… https://t.co/Hmd87YyfGD";update situasi terkini perkembangan di indonesia   cohmdyyfgd;['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'cohmdyyfgd'];['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'cohmdyyfgd'];update situasi terkini perkembangan di indonesia cohmdyyfgd;update situasi terkini perkembangan di indonesia cohmdyyfgd;update situasi kini kembang indonesia cohmdyyfgd
126;126;126.0;Generasi muda sering disebut sebagai generasi kreatif, pada saat yg sama juga disebut sebagai generasi rentan depre… https://t.co/Xk8zNjVtJB;generasi muda sering disebut sebagai generasi kreatif pada saat yg sama juga disebut sebagai generasi rentan depre co;['generasi', 'muda', 'sering', 'disebut', 'sebagai', 'generasi', 'kreatif', 'pada', 'saat', 'yg', 'sama', 'juga', 'disebut', 'sebagai', 'generasi', 'rentan', 'depre', 'co'];['generasi', 'muda', 'sering', 'disebut', 'sebagai', 'generasi', 'kreatif', 'pada', 'saat', 'yg', 'sama', 'juga', 'disebut', 'sebagai', 'generasi', 'rentan', 'depre', 'co'];generasi muda sering disebut sebagai generasi kreatif pada saat yg sama juga disebut sebagai generasi rentan depre co;generasi muda sering disebut sebagai generasi kreatif pada saat yg sama juga disebut sebagai generasi rentan depre co;generasi muda sering sebut generasi kreatif saat sama sebut generasi rentan depre co
127;128;128.0;"@GlobalFund mengumpulkan &amp; menginvestasikan uang dalam siklus 3 tahun yg dikenal sebagai Replenishment

Pendekatan… https://t.co/idKGpUP87s";globalfund mengumpulkan amp menginvestasikan uang dalam siklus   tahun yg dikenal sebagai replenishment pendekatan coidkgpups;['globalfund', 'mengumpulkan', 'amp', 'menginvestasikan', 'uang', 'dalam', 'siklus', 'tahun', 'yg', 'dikenal', 'sebagai', 'replenishment', 'pendekatan', 'coidkgpups'];['globalfund', 'mengumpulkan', 'amp', 'menginvestasikan', 'uang', 'dalam', 'siklus', 'tahun', 'yg', 'dikenal', 'sebagai', 'replenishment', 'pendekatan', 'coidkgpups'];globalfund mengumpulkan amp menginvestasikan uang dalam siklus tahun yg dikenal sebagai replenishment pendekatan coidkgpups;globalfund mengumpulkan amp menginvestasikan uang dalam siklus tahun yg dikenal sebagai replenishment pendekatan coidkgpups;globalfund kumpul amp investasi uang siklus tahun kenal replenishment dekat coidkgpups
128;129;129.0;Ke depan, peralatan sekuensing akan digunakan untuk pengembangan layanan di RS, pengembangan deteksi HIV, deteksi k… https://t.co/H3yGuYCh7j;ke depan peralatan sekuensing akan digunakan untuk pengembangan layanan di rs pengembangan deteksi hiv deteksi cohyguychj;['ke', 'depan', 'peralatan', 'sekuensing', 'akan', 'digunakan', 'untuk', 'pengembangan', 'layanan', 'di', 'rs', 'pengembangan', 'deteksi', 'hiv', 'deteksi', 'cohyguychj'];['ke', 'depan', 'peralatan', 'sekuensing', 'akan', 'digunakan', 'untuk', 'pengembangan', 'layanan', 'di', 'rs', 'pengembangan', 'deteksi', 'hiv', 'deteksi', 'cohyguychj'];ke depan peralatan sekuensing akan digunakan untuk pengembangan layanan di rs pengembangan deteksi hiv deteksi cohyguychj;ke depan peralatan sekuensing akan digunakan untuk pengembangan layanan di rs pengembangan deteksi hiv deteksi cohyguychj;depan alat sekuensing guna kembang layan rs kembang deteksi hiv deteksi cohyguychj
129;130;130.0;Jumlah genome sequencing di tanah air rencananya akan ditambah. Sampai akhir tahun 2022 mesin genome sequensing aka… https://t.co/HDAu6Rezfk;jumlah genome sequencing di tanah air rencananya akan ditambah sampai akhir tahun   mesin genome sequensing aka cohdaurezfk;['jumlah', 'genome', 'sequencing', 'di', 'tanah', 'air', 'rencananya', 'akan', 'ditambah', 'sampai', 'akhir', 'tahun', 'mesin', 'genome', 'sequensing', 'aka', 'cohdaurezfk'];['jumlah', 'genome', 'sequencing', 'di', 'tanah', 'air', 'rencananya', 'akan', 'ditambah', 'sampai', 'akhir', 'tahun', 'mesin', 'genome', 'sequensing', 'aka', 'cohdaurezfk'];jumlah genome sequencing di tanah air rencananya akan ditambah sampai akhir tahun mesin genome sequensing aka cohdaurezfk;jumlah genome sequencing di tanah air rencananya akan ditambah sampai akhir tahun mesin genome sequensing aka cohdaurezfk;jumlah genome sequencing tanah air rencana tambah akhir tahun mesin genome sequensing aka cohdaurezfk
130;131;131.0;"Terbaru, @GlobalFund membantu @KemenkesRI membangun kapasitas genome sequencing untuk identifikasi virus &amp; bakteri… https://t.co/OWzt7s6k9G";terbaru globalfund membantu kemenkesri membangun kapasitas genome sequencing untuk identifikasi virus amp bakteri coowztskg;['terbaru', 'globalfund', 'membantu', 'kemenkesri', 'membangun', 'kapasitas', 'genome', 'sequencing', 'untuk', 'identifikasi', 'virus', 'amp', 'bakteri', 'coowztskg'];['terbaru', 'globalfund', 'membantu', 'kemenkesri', 'membangun', 'kapasitas', 'genome', 'sequencing', 'untuk', 'identifikasi', 'virus', 'amp', 'bakteri', 'coowztskg'];terbaru globalfund membantu kemenkesri membangun kapasitas genome sequencing untuk identifikasi virus amp bakteri coowztskg;terbaru globalfund membantu kemenkesri membangun kapasitas genome sequencing untuk identifikasi virus amp bakteri coowztskg;baru globalfund bantu kemenkesri bangun kapasitas genome sequencing identifikasi virus amp bakteri coowztskg
131;132;132.0;Dalam malaria, @GlobalFund membantu pemeriksaan Rapid Test (RDT), skrining Ibu hamil di daerah endemis tinggi, pend… https://t.co/7s5PwNWwn1;dalam malaria globalfund membantu pemeriksaan rapid test rdt skrining ibu hamil di daerah endemis tinggi pend cospwnwwn;['dalam', 'malaria', 'globalfund', 'membantu', 'pemeriksaan', 'rapid', 'test', 'rdt', 'skrining', 'ibu', 'hamil', 'di', 'daerah', 'endemis', 'tinggi', 'pend', 'cospwnwwn'];['dalam', 'malaria', 'globalfund', 'membantu', 'pemeriksaan', 'rapid', 'test', 'rdt', 'skrining', 'ibu', 'hamil', 'di', 'daerah', 'endemis', 'tinggi', 'pend', 'cospwnwwn'];dalam malaria globalfund membantu pemeriksaan rapid test rdt skrining ibu hamil di daerah endemis tinggi pend cospwnwwn;dalam malaria globalfund membantu pemeriksaan rapid test rdt skrining ibu hamil di daerah endemis tinggi pend cospwnwwn;malaria globalfund bantu periksa rapid test rdt skrining ibu hamil daerah endemis tinggi pend cospwnwwn
132;133;133.0;"Dalam TBC, @GlobalFund membantu pengadaan obat anti TBC lini pertama &amp; kedua, obat terapi pencegahan, alat diagnosi… https://t.co/92b0zoRr95";dalam tbc globalfund membantu pengadaan obat anti tbc lini pertama amp kedua obat terapi pencegahan alat diagnosi cobzorr;['dalam', 'tbc', 'globalfund', 'membantu', 'pengadaan', 'obat', 'anti', 'tbc', 'lini', 'pertama', 'amp', 'kedua', 'obat', 'terapi', 'pencegahan', 'alat', 'diagnosi', 'cobzorr'];['dalam', 'tbc', 'globalfund', 'membantu', 'pengadaan', 'obat', 'anti', 'tbc', 'lini', 'pertama', 'amp', 'kedua', 'obat', 'terapi', 'pencegahan', 'alat', 'diagnosi', 'cobzorr'];dalam tbc globalfund membantu pengadaan obat anti tbc lini pertama amp kedua obat terapi pencegahan alat diagnosi cobzorr;dalam tbc globalfund membantu pengadaan obat anti tbc lini pertama amp kedua obat terapi pencegahan alat diagnosi cobzorr;tbc globalfund bantu ada obat anti tbc lini pertama amp dua obat terapi cegah alat diagnosi cobzorr
133;134;134.0;Dalam HIV/AIDS, @GlobalFund membantu meningkatkan layanan HIV, temuan kasus, pengobatan ARV dan rawatan, serta peny… https://t.co/iylLroMUbJ;dalam hivaids globalfund membantu meningkatkan layanan hiv temuan kasus pengobatan arv dan rawatan serta peny coiyllromubj;['dalam', 'hivaids', 'globalfund', 'membantu', 'meningkatkan', 'layanan', 'hiv', 'temuan', 'kasus', 'pengobatan', 'arv', 'dan', 'rawatan', 'serta', 'peny', 'coiyllromubj'];['dalam', 'hivaids', 'globalfund', 'membantu', 'meningkatkan', 'layanan', 'hiv', 'temuan', 'kasus', 'pengobatan', 'arv', 'dan', 'rawatan', 'serta', 'peny', 'coiyllromubj'];dalam hivaids globalfund membantu meningkatkan layanan hiv temuan kasus pengobatan arv dan rawatan serta peny coiyllromubj;dalam hivaids globalfund membantu meningkatkan layanan hiv temuan kasus pengobatan arv dan rawatan serta peny coiyllromubj;hivaids globalfund bantu tingkat layan hiv temu kasus obat arv rawat peny coiyllromubj
134;135;135.0;"Dalam implementasinya, pemerintah dibantu @GlobalFund sebagai mitra pembangunan kesehatan di Indonesia

Sejak 2003… https://t.co/2cUsTL7Tza";dalam implementasinya pemerintah dibantu globalfund sebagai mitra pembangunan kesehatan di indonesia sejak   cocustltza;['dalam', 'implementasinya', 'pemerintah', 'dibantu', 'globalfund', 'sebagai', 'mitra', 'pembangunan', 'kesehatan', 'di', 'indonesia', 'sejak', 'cocustltza'];['dalam', 'implementasinya', 'pemerintah', 'dibantu', 'globalfund', 'sebagai', 'mitra', 'pembangunan', 'kesehatan', 'di', 'indonesia', 'sejak', 'cocustltza'];dalam implementasinya pemerintah dibantu globalfund sebagai mitra pembangunan kesehatan di indonesia sejak cocustltza;dalam implementasinya pemerintah dibantu globalfund sebagai mitra pembangunan kesehatan di indonesia sejak cocustltza;implementasi perintah bantu globalfund mitra bangun sehat indonesia sejak cocustltza
135;136;136.0;"Upaya pencapaian target pengendalian HIV/AIDS, TBC, dan Malaria akan dikejar hingga 2024

Untuk HIV/AIDS target cak… https://t.co/HItQniwT6b";upaya pencapaian target pengendalian hivaids tbc dan malaria akan dikejar hingga   untuk hivaids target cak cohitqniwtb;['upaya', 'pencapaian', 'target', 'pengendalian', 'hivaids', 'tbc', 'dan', 'malaria', 'akan', 'dikejar', 'hingga', 'untuk', 'hivaids', 'target', 'cak', 'cohitqniwtb'];['upaya', 'pencapaian', 'target', 'pengendalian', 'hivaids', 'tbc', 'dan', 'malaria', 'akan', 'dikejar', 'hingga', 'untuk', 'hivaids', 'target', 'cak', 'cohitqniwtb'];upaya pencapaian target pengendalian hivaids tbc dan malaria akan dikejar hingga untuk hivaids target cak cohitqniwtb;upaya pencapaian target pengendalian hivaids tbc dan malaria akan dikejar hingga untuk hivaids target cak cohitqniwtb;upaya capai target kendali hivaids tbc malaria kejar hingga hivaids target cak cohitqniwtb
136;137;137.0;Leadership dan akuntabilitas pemerintah daerah baik provinsi dan  Kabupaten/kota adalah kunci keberhasilan Indonesi… https://t.co/KbF4aMlmaa;leadership dan akuntabilitas pemerintah daerah baik provinsi dan kabupatenkota adalah kunci keberhasilan indonesi cokbf <time> lmaa;['leadership', 'dan', 'akuntabilitas', 'pemerintah', 'daerah', 'baik', 'provinsi', 'dan', 'kabupatenkota', 'adalah', 'kunci', 'keberhasilan', 'indonesi', 'cokbf', '<', 'time', '>', 'lmaa'];['leadership', 'dan', 'akuntabilitas', 'pemerintah', 'daerah', 'baik', 'provinsi', 'dan', 'kabupatenkota', 'adalah', 'kunci', 'keberhasilan', 'indonesi', 'cokbf', '<', 'time', '>', 'lmaa'];leadership dan akuntabilitas pemerintah daerah baik provinsi dan kabupatenkota adalah kunci keberhasilan indonesi cokbf < time > lmaa;leadership dan akuntabilitas pemerintah daerah baik provinsi dan kabupatenkota adalah kunci keberhasilan indonesi cokbf < time > lmaa;leadership akuntabilitas perintah daerah baik provinsi kabupatenkota kunci hasil indonesi cokbf time lmaa
137;138;138.0;Menteri Kesehatan RI @BudiGSadikin hadir dalam pertemuan Global Fund Replenishment Conference ke-7 di New York, Ame… https://t.co/vyXUnX5sLJ;menteri kesehatan ri budigsadikin hadir dalam pertemuan global fund replenishment conference ke   di new york ame covy;['menteri', 'kesehatan', 'ri', 'budigsadikin', 'hadir', 'dalam', 'pertemuan', 'global', 'fund', 'replenishment', 'conference', 'ke', 'di', 'new', 'york', 'ame', 'covy'];['menteri', 'kesehatan', 'ri', 'budigsadikin', 'hadir', 'dalam', 'pertemuan', 'global', 'fund', 'replenishment', 'conference', 'ke', 'di', 'new', 'york', 'ame', 'covy'];menteri kesehatan ri budigsadikin hadir dalam pertemuan global fund replenishment conference ke di new york ame covy;menteri kesehatan ri budigsadikin hadir dalam pertemuan global fund replenishment conference ke di new york ame covy;menteri sehat ri budigsadikin hadir temu global fund replenishment conference di new york ame covy
138;139;139.0;Yuk segera dapatkan vaksinasimu. Semakin banyak yang divaksinasi, semakin tinggi imunitas yang terbentuk, semakin c… https://t.co/SViDipQQgW;yuk segera dapatkan vaksinasimu semakin banyak yang divaksinasi semakin tinggi imunitas yang terbentuk semakin cosvidipqqgw;['yuk', 'segera', 'dapatkan', 'vaksinasimu', 'semakin', 'banyak', 'yang', 'divaksinasi', 'semakin', 'tinggi', 'imunitas', 'yang', 'terbentuk', 'semakin', 'cosvidipqqgw'];['yuk', 'segera', 'dapatkan', 'vaksinasimu', 'semakin', 'banyak', 'yang', 'divaksinasi', 'semakin', 'tinggi', 'imunitas', 'yang', 'terbentuk', 'semakin', 'cosvidipqqgw'];yuk segera dapatkan vaksinasimu semakin banyak yang divaksinasi semakin tinggi imunitas yang terbentuk semakin cosvidipqqgw;yuk segera dapatkan vaksinasimu semakin banyak yang divaksinasi semakin tinggi imunitas yang terbentuk semakin cosvidipqqgw;yuk segera dapat vaksinasi makin banyak vaksinasi makin tinggi imunitas bentuk makin cosvidipqqgw
139;140;140.0;Koordinasi dan kolaborasi seluruh komponen bangsa mulai tingkat pusat hingga daerah menjadi kunci untuk menjaga sit… https://t.co/bUIsy91tnk;koordinasi dan kolaborasi seluruh komponen bangsa mulai tingkat pusat hingga daerah menjadi kunci untuk menjaga sit cobuisytnk;['koordinasi', 'dan', 'kolaborasi', 'seluruh', 'komponen', 'bangsa', 'mulai', 'tingkat', 'pusat', 'hingga', 'daerah', 'menjadi', 'kunci', 'untuk', 'menjaga', 'sit', 'cobuisytnk'];['koordinasi', 'dan', 'kolaborasi', 'seluruh', 'komponen', 'bangsa', 'mulai', 'tingkat', 'pusat', 'hingga', 'daerah', 'menjadi', 'kunci', 'untuk', 'menjaga', 'sit', 'cobuisytnk'];koordinasi dan kolaborasi seluruh komponen bangsa mulai tingkat pusat hingga daerah menjadi kunci untuk menjaga sit cobuisytnk;koordinasi dan kolaborasi seluruh komponen bangsa mulai tingkat pusat hingga daerah menjadi kunci untuk menjaga sit cobuisytnk;koordinasi kolaborasi seluruh komponen bangsa mulai tingkat pusat hingga daerah jadi kunci jaga sit cobuisytnk
140;141;141.0;Protokol kesehatan juga tidak boleh kendor. Tetap gunakan masker saat bepergian ke luar rumah dan di ruangan tertut… https://t.co/OAQIB8PiPg;protokol kesehatan juga tidak boleh kendor tetap gunakan masker saat bepergian ke luar rumah dan di ruangan tertut cooaqibpipg;['protokol', 'kesehatan', 'juga', 'tidak', 'boleh', 'kendor', 'tetap', 'gunakan', 'masker', 'saat', 'bepergian', 'ke', 'luar', 'rumah', 'dan', 'di', 'ruangan', 'tertut', 'cooaqibpipg'];['protokol', 'kesehatan', 'juga', 'tidak', 'boleh', 'kendor', 'tetap', 'gunakan', 'masker', 'saat', 'bepergian', 'ke', 'luar', 'rumah', 'dan', 'di', 'ruangan', 'tertut', 'cooaqibpipg'];protokol kesehatan juga tidak boleh kendor tetap gunakan masker saat bepergian ke luar rumah dan di ruangan tertut cooaqibpipg;protokol kesehatan juga tidak boleh kendor tetap gunakan masker saat bepergian ke luar rumah dan di ruangan tertut cooaqibpipg;protokol sehat tidak kendor tetap guna masker pergi luar rumah di ruang tertut cooaqibpipg
141;142;142.0;"Cakupan vaksinasi COVID-19 booster terus dikejar utamanya di daerah-daerah yang cakupannya masih rendah.

Sampai ak… https://t.co/rq9ij9z6Ix";cakupan vaksinasi covid   booster terus dikejar utamanya di daerah daerah yang cakupannya masih rendah sampai ak corqijzix;['cakupan', 'vaksinasi', 'covid', 'booster', 'terus', 'dikejar', 'utamanya', 'di', 'daerah', 'daerah', 'yang', 'cakupannya', 'masih', 'rendah', 'sampai', 'ak', 'corqijzix'];['cakupan', 'vaksinasi', 'covid', 'booster', 'terus', 'dikejar', 'utamanya', 'di', 'daerah', 'daerah', 'yang', 'cakupannya', 'masih', 'rendah', 'sampai', 'ak', 'corqijzix'];cakupan vaksinasi covid booster terus dikejar utamanya di daerah daerah yang cakupannya masih rendah sampai ak corqijzix;cakupan vaksinasi covid booster terus dikejar utamanya di daerah daerah yang cakupannya masih rendah sampai ak corqijzix;cakup vaksinasi covid booster terus kejar utama daerah daerah cakup rendah ak corqijzix
142;143;143.0;"Tingkat imunitas dan kekebalan kelompok menjadi salah satu indikator penting untuk mengakhiri pandemi

Sampai saat… https://t.co/aHBnKyiKkh";tingkat imunitas dan kekebalan kelompok menjadi salah satu indikator penting untuk mengakhiri pandemi sampai saat coahbnkyikkh;['tingkat', 'imunitas', 'dan', 'kekebalan', 'kelompok', 'menjadi', 'salah', 'satu', 'indikator', 'penting', 'untuk', 'mengakhiri', 'pandemi', 'sampai', 'saat', 'coahbnkyikkh'];['tingkat', 'imunitas', 'dan', 'kekebalan', 'kelompok', 'menjadi', 'salah', 'satu', 'indikator', 'penting', 'untuk', 'mengakhiri', 'pandemi', 'sampai', 'saat', 'coahbnkyikkh'];tingkat imunitas dan kekebalan kelompok menjadi salah satu indikator penting untuk mengakhiri pandemi sampai saat coahbnkyikkh;tingkat imunitas dan kekebalan kelompok menjadi salah satu indikator penting untuk mengakhiri pandemi sampai saat coahbnkyikkh;tingkat imunitas kebal kelompok jadi salah satu indikator penting akhir pandemi saat coahbnkyikkh
143;144;144.0;Situasi pandemi COVID-19 di Indonesia terus membaik dalam 6 bulan terakhir. Kasus konfirmasi terus menurun, kasus k… https://t.co/0S1o7urMyf;situasi pandemi covid   di indonesia terus membaik dalam   bulan terakhir kasus konfirmasi terus menurun kasus cosourmyf;['situasi', 'pandemi', 'covid', 'di', 'indonesia', 'terus', 'membaik', 'dalam', 'bulan', 'terakhir', 'kasus', 'konfirmasi', 'terus', 'menurun', 'kasus', 'cosourmyf'];['situasi', 'pandemi', 'covid', 'di', 'indonesia', 'terus', 'membaik', 'dalam', 'bulan', 'terakhir', 'kasus', 'konfirmasi', 'terus', 'menurun', 'kasus', 'cosourmyf'];situasi pandemi covid di indonesia terus membaik dalam bulan terakhir kasus konfirmasi terus menurun kasus cosourmyf;situasi pandemi covid di indonesia terus membaik dalam bulan terakhir kasus konfirmasi terus menurun kasus cosourmyf;situasi pandemi covid indonesia terus baik bulan akhir kasus konfirmasi terus turun kasus cosourmyf
144;145;145.0;"Update Cakupan Vaksinasi COVID-19 di Indonesia (19/9)
 
#ayovaksin 
#SayaPilihSehat https://t.co/OxnJ31r0aN";update cakupan vaksinasi covid   di indonesia   co;['update', 'cakupan', 'vaksinasi', 'covid', 'di', 'indonesia', 'co'];['update', 'cakupan', 'vaksinasi', 'covid', 'di', 'indonesia', 'co'];update cakupan vaksinasi covid di indonesia co;update cakupan vaksinasi covid di indonesia co;update cakup vaksinasi covid indonesia co
145;146;146.0;"#RilisSehat

Sekjen Kunta Minta Dinkes Lakukan Transformasi Kesehatan @KemenkesRI 

https://t.co/D80SBqNhvx https://t.co/PW2dmQDBmA";sekjen kunta minta dinkes lakukan transformasi kesehatan kemenkesri codsbqnhvx copwdmqdbma;['sekjen', 'kunta', 'minta', 'dinkes', 'lakukan', 'transformasi', 'kesehatan', 'kemenkesri', 'codsbqnhvx', 'copwdmqdbma'];['sekjen', 'kunta', 'minta', 'dinkes', 'lakukan', 'transformasi', 'kesehatan', 'kemenkesri', 'codsbqnhvx', 'copwdmqdbma'];sekjen kunta minta dinkes lakukan transformasi kesehatan kemenkesri codsbqnhvx copwdmqdbma;sekjen kunta minta dinkes lakukan transformasi kesehatan kemenkesri codsbqnhvx copwdmqdbma;sekjen kunta minta dinkes laku transformasi sehat kemenkesri codsbqnhvx copwdmqdbma
146;147;147.0;"#RilisSehat

Indonesia Dorong CEPI Perkuat Respons Persiapan dan Pencegahan Pandemi @KemenkesRI… https://t.co/YUvefY8qCo";indonesia dorong cepi perkuat respons persiapan dan pencegahan pandemi kemenkesri coyuvefyqco;['indonesia', 'dorong', 'cepi', 'perkuat', 'respons', 'persiapan', 'dan', 'pencegahan', 'pandemi', 'kemenkesri', 'coyuvefyqco'];['indonesia', 'dorong', 'cepi', 'perkuat', 'respons', 'persiapan', 'dan', 'pencegahan', 'pandemi', 'kemenkesri', 'coyuvefyqco'];indonesia dorong cepi perkuat respons persiapan dan pencegahan pandemi kemenkesri coyuvefyqco;indonesia dorong cepi perkuat respons persiapan dan pencegahan pandemi kemenkesri coyuvefyqco;indonesia dorong cepi kuat respons siap cegah pandemi kemenkesri coyuvefyqco
147;148;148.0;"Update Situasi Terkini Perkembangan #COVID19 di Indonesia (19/9)
 
#LawanCovid19 #jagajarak #dirumahaja… https://t.co/2171d4Ulgj";update situasi terkini perkembangan di indonesia   codulgj;['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'codulgj'];['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'codulgj'];update situasi terkini perkembangan di indonesia codulgj;update situasi terkini perkembangan di indonesia codulgj;update situasi kini kembang indonesia codulgj
148;149;149.0;"Update Cakupan Vaksinasi COVID-19 di Indonesia (18/9)
 
#ayovaksin 
#SayaPilihSehat https://t.co/FOG3xF18FX";update cakupan vaksinasi covid   di indonesia   cofog;['update', 'cakupan', 'vaksinasi', 'covid', 'di', 'indonesia', 'cofog'];['update', 'cakupan', 'vaksinasi', 'covid', 'di', 'indonesia', 'cofog'];update cakupan vaksinasi covid di indonesia cofog;update cakupan vaksinasi covid di indonesia cofog;update cakup vaksinasi covid indonesia cofog
149;150;150.0;"Update Situasi Terkini Perkembangan #COVID19 di Indonesia (18/9)
 
#LawanCovid19 #jagajarak #dirumahaja… https://t.co/RT8Uq2dRR8";update situasi terkini perkembangan di indonesia   co  uqdrr;['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'co', 'uqdrr'];['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'co', 'uqdrr'];update situasi terkini perkembangan di indonesia co uqdrr;update situasi terkini perkembangan di indonesia co uqdrr;update situasi kini kembang indonesia co uqdrr
150;151;151.0;"Update Cakupan Vaksinasi COVID-19 di Indonesia (17/9)
 
#ayovaksin 
#SayaPilihSehat https://t.co/DRfZOVhcsh";update cakupan vaksinasi covid   di indonesia   codrfzovhcsh;['update', 'cakupan', 'vaksinasi', 'covid', 'di', 'indonesia', 'codrfzovhcsh'];['update', 'cakupan', 'vaksinasi', 'covid', 'di', 'indonesia', 'codrfzovhcsh'];update cakupan vaksinasi covid di indonesia codrfzovhcsh;update cakupan vaksinasi covid di indonesia codrfzovhcsh;update cakup vaksinasi covid indonesia codrfzovhcsh
151;152;152.0;“Mari bersama-sama wujudkan #MedicationWithoutHarm untuk meningkatkan mutu pelayanan kesehatan di Indonesia,” - Men… https://t.co/1JK4g2fL47;mari bersama sama wujudkan untuk meningkatkan mutu pelayanan kesehatan di indonesia men cojkgfl;['mari', 'bersama', 'sama', 'wujudkan', 'untuk', 'meningkatkan', 'mutu', 'pelayanan', 'kesehatan', 'di', 'indonesia', 'men', 'cojkgfl'];['mari', 'bersama', 'sama', 'wujudkan', 'untuk', 'meningkatkan', 'mutu', 'pelayanan', 'kesehatan', 'di', 'indonesia', 'men', 'cojkgfl'];mari bersama sama wujudkan untuk meningkatkan mutu pelayanan kesehatan di indonesia men cojkgfl;mari bersama sama wujudkan untuk meningkatkan mutu pelayanan kesehatan di indonesia men cojkgfl;sama sama wujud tingkat mutu layan sehat indonesia men cojkgfl
